gene	biotype	chr	start	end	strand
AC046136.1	lincRNA	3	115251196	115285347	+
RPL5P11	processed_pseudogene	4	173419245	173420137	-
IGHJ3	IG_J_gene	14	105864587	105864635	-
AL133368.1	processed_pseudogene	14	99974336	99975149	-
RN7SL449P	misc_RNA	17	57618108	57618393	+
RN7SL413P	misc_RNA	13	51593919	51594215	-
RN7SL634P	misc_RNA	14	104013642	104013933	+
RPL7P16	processed_pseudogene	3	132243528	132244265	-
FLNC-AS1	antisense	7	128850162	128862626	-
AADACL2-AS1	antisense	3	151751443	151928175	-
AC140059.1	processed_pseudogene	3	94935760	94936120	-
RN7SL384P	misc_RNA	10	114423770	114424067	-
SNRPGP7	processed_pseudogene	2	28460256	28460361	-
RPL21P104	processed_pseudogene	12	61775923	61776400	+
PLCH1-AS2	antisense	3	155485803	155487121	+
RN7SL868P	misc_RNA	5	149722070	149722372	+
RPL7P49	processed_pseudogene	17	76430417	76431124	-
RPL30P6	processed_pseudogene	4	95644952	95645293	-
RPL12P7	processed_pseudogene	14	68693090	68693583	+
NKAIN1P1	processed_pseudogene	1	143487772	143488353	+
RPL29P32	processed_pseudogene	18	53605254	53605725	-
EPS15P1	transcribed_processed_pseudogene	7	46781373	46783443	+
ERVW-1	protein_coding	7	92468380	92477986	-
AC007182.2	processed_pseudogene	14	75595805	75596206	-
RPSAP3	transcribed_processed_pseudogene	14	76634775	76635661	-
AC139453.1	processed_pseudogene	3	75395404	75395536	-
AC040975.1	processed_pseudogene	8	28810103	28810418	+
FTH1P23	processed_pseudogene	3	72929044	72929593	+
AC026336.1	processed_pseudogene	12	130216807	130217157	-
AC096992.1	processed_pseudogene	3	136808551	136809623	-
AC068522.1	processed_pseudogene	8	58588420	58588764	-
RN7SL233P	misc_RNA	18	21793883	21794159	+
AL591242.1	antisense	6	46670444	46688165	-
RN7SL177P	misc_RNA	5	153755382	153755680	+
PPIAP83	processed_pseudogene	7	144434826	144435314	-
RPS15AP18	processed_pseudogene	5	179933805	179934196	-
CABYRP1	processed_pseudogene	3	54047749	54048793	-
RN7SL50P	misc_RNA	18	8471831	8472128	+
RPL21P99	processed_pseudogene	12	29658376	29658798	-
RN7SL332P	misc_RNA	6	15112968	15113221	+
RPL13AP23	processed_pseudogene	12	57674665	57675250	+
RPL7P40	processed_pseudogene	12	17121716	17122460	+
FTH1P4	processed_pseudogene	3	128764466	128765018	-
AP000870.1	processed_pseudogene	11	95963219	95963624	+
AL161757.1	processed_pseudogene	14	56683421	56683741	-
RN7SL379P	misc_RNA	X	96023360	96023652	+
RN7SL239P	misc_RNA	11	74845910	74846209	+
AC005062.1	sense_overlapping	7	19918981	20140453	-
RN7SL16P	misc_RNA	4	24563193	24563461	-
RPL12P35	processed_pseudogene	15	72379215	72379710	-
AL359538.1	processed_transcript	13	24566873	24597676	+
RN7SL266P	misc_RNA	X	112855874	112856162	+
LINC02083	lincRNA	3	153431856	153443531	+
PTMAP8	processed_pseudogene	3	117026698	117027039	+
RN7SL737P	misc_RNA	12	93509487	93509768	+
AC112482.1	unprocessed_pseudogene	3	127221194	127221881	-
AC005486.1	antisense	7	151249325	151254390	+
RPL7P39	processed_pseudogene	12	64867956	64868699	-
MARK3P3	processed_pseudogene	3	128848673	128849399	-
UBA52P3	processed_pseudogene	14	58141279	58141660	+
AC012158.1	transcribed_processed_pseudogene	12	64222337	64397065	+
MTAPP1	processed_pseudogene	3	158609610	158610857	-
RN7SL354P	misc_RNA	15	50688900	50689193	+
RN7SL635P	misc_RNA	2	65545401	65545696	-
GAPDHP47	processed_pseudogene	3	143503275	143504273	-
RN7SL810P	misc_RNA	13	77947497	77947772	-
AL117692.1	processed_pseudogene	14	50052857	50053569	+
RBMY2FP	transcribed_unprocessed_pseudogene	Y	22308859	22321825	+
AC128716.1	processed_pseudogene	3	162601627	162601792	+
FTH1P18	unprocessed_pseudogene	X	37043023	37043571	-
RN7SL33P	misc_RNA	17	2557753	2558094	-
RPL30P10	processed_pseudogene	8	57392546	57392882	+
RN7SL269P	misc_RNA	1	169957942	169958246	-
RPL31P58	processed_pseudogene	17	28802444	28802822	+
GK-AS1	antisense	X	30699998	30724174	-
EIF4EBP3	protein_coding	5	140547666	140549578	+
RPL39P33	processed_pseudogene	17	56573040	56573195	+
RN7SL400P	misc_RNA	15	21102843	21103138	-
AL359853.3	lincRNA	1	179730217	179742697	+
IGKV3-7	IG_V_gene	2	88978468	88979081	-
ABCC13	transcribed_unprocessed_pseudogene	21	14236206	14362754	+
RN7SL842P	misc_RNA	19	14588357	14588656	+
ARHGEF26-AS1	processed_transcript	3	154024401	154121332	-
AC107032.1	processed_pseudogene	12	76660405	76660884	+
AF186996.3	processed_pseudogene	3	125679573	125679781	+
PRAMEF4	protein_coding	1	12879224	12886201	-
RN7SL519P	misc_RNA	12	50841498	50841785	-
AC092894.1	lincRNA	3	112396647	112409134	-
LINC00870	lincRNA	3	72151257	72174332	+
AL390726.1	processed_pseudogene	9	38526831	38527032	+
AC107029.1	lincRNA	3	99507187	99527113	-
AC079203.1	processed_pseudogene	15	34085911	34086314	-
RPL3P10	processed_pseudogene	8	39157538	39158701	-
AC020983.1	processed_pseudogene	7	138688980	138689522	+
RPS3P7	processed_pseudogene	16	78825281	78826006	+
RN7SL452P	misc_RNA	14	50637691	50637981	-
MTND4LP14	processed_pseudogene	2	120213344	120213631	+
AC000120.1	sense_overlapping	7	92200014	92206857	-
RN7SL849P	misc_RNA	9	12764761	12765055	-
AC092943.1	processed_pseudogene	3	159721524	159722401	-
AC016304.1	processed_pseudogene	15	37490691	37491103	+
RN7SL643P	misc_RNA	6	86435848	86436138	+
RN7SL807P	misc_RNA	2	223248498	223248794	-
AC023790.1	processed_pseudogene	12	13021260	13021606	-
PSG11	protein_coding	19	43007656	43026512	-
UGT1A3	protein_coding	2	233729108	233773299	+
RN7SL22P	misc_RNA	9	35671776	35672044	+
PSG4	protein_coding	19	43192702	43207299	-
RPL23AP66	processed_pseudogene	12	12338776	12339254	+
AC079760.2	lincRNA	7	91311368	91515409	+
MRPL33	protein_coding	2	27771717	27988087	+
LINC02040	lincRNA	3	65174958	65193499	+
AC106707.1	antisense	3	158545220	158571066	-
SYPL1P1	processed_pseudogene	3	154651656	154652423	-
AL162431.2	antisense	1	180944042	180976482	-
MICAL3	protein_coding	22	17787649	18024559	-
AC093270.2	processed_pseudogene	5	79529302	79530093	+
AC087879.1	processed_pseudogene	12	73648666	73649039	+
AC025033.1	processed_pseudogene	3	158626656	158626849	-
RPS10P28	processed_pseudogene	19	42670005	42670816	+
AC041039.1	processed_pseudogene	8	105287830	105288365	-
RN7SL861P	misc_RNA	1	162777730	162778014	+
RPSAP36	transcribed_processed_pseudogene	4	143424753	143426013	+
AC092944.1	processed_transcript	3	157175223	157381265	+
AC110769.1	lincRNA	2	113979909	113983258	+
AC087343.1	processed_pseudogene	8	34874159	34874633	+
CCDC39-AS1	antisense	3	180680084	180700449	+
HNRNPA1P17	unprocessed_pseudogene	3	108325520	108326814	-
AC006387.1	processed_transcript	7	107066591	107133733	-
TUBBP11	processed_pseudogene	3	103630661	103630912	+
TUSC7	antisense	3	116709235	116723581	+
AC115223.1	processed_pseudogene	4	65573459	65574328	+
PPAN-P2RY11	protein_coding	19	10106223	10114780	+
AC006159.2	antisense	7	116563594	116571234	-
AC006252.1	antisense	3	52239258	52241097	+
AC007686.1	processed_pseudogene	14	76968683	76969145	+
RN7SL55P	misc_RNA	4	109450772	109451068	-
AC011005.4	antisense	7	129209775	129213545	-
PCDHAC2	protein_coding	5	140966235	141012344	+
AC010326.1	processed_pseudogene	19	57953158	57953759	-
GSTA9P	transcribed_unprocessed_pseudogene	6	52939726	52957521	-
IGKV2-30	IG_V_gene	2	89244781	89245596	-
AC073130.2	antisense	7	116237929	116327896	-
STON1	protein_coding	2	48529383	48598513	+
RPS6P16	processed_pseudogene	11	112235371	112236025	-
RN7SL350P	misc_RNA	8	99613783	99614081	-
RPL30P14	processed_pseudogene	18	61404858	61405205	-
MTCO2P29	unprocessed_pseudogene	3	120722458	120722646	+
RN7SL558P	misc_RNA	4	39761000	39761298	+
IGKV2D-29	IG_V_gene	2	89947512	89948279	+
RPL23AP55	processed_pseudogene	8	23206918	23207369	+
RN7SL614P	misc_RNA	1	10616836	10617115	+
AC020636.1	antisense	3	150890636	151038818	+
RN7SL571P	misc_RNA	13	76134931	76135225	+
AC068633.1	lincRNA	3	118004819	118557668	-
PRAF2	protein_coding	X	49071156	49074071	-
AC093663.2	processed_pseudogene	4	112171215	112171527	+
VSIG8	protein_coding	1	159854316	159862657	-
RPS17P14	processed_pseudogene	8	108378831	108379545	-
AGAP13P	unprocessed_pseudogene	10	46816516	46832476	+
IGKV1-12	IG_V_gene	2	89040224	89040745	-
AC114400.1	lincRNA	3	59065150	59119509	+
AC078828.1	lincRNA	3	99500347	99505508	+
RPL31P61	processed_pseudogene	19	36901742	36902117	+
AC018638.4	processed_pseudogene	7	128651185	128652334	+
AC103987.1	processed_pseudogene	18	21854640	21854987	-
AC008494.1	processed_pseudogene	5	115264669	115265464	-
AC026347.1	antisense	3	152457759	152496813	-
POM121L6P	processed_pseudogene	6	26896952	26898777	+
AC093827.1	processed_pseudogene	4	86870191	86871404	+
RN7SL285P	misc_RNA	6	37832922	37833185	-
AC106707.2	processed_pseudogene	3	158496561	158496934	+
GUCY2GP	transcribed_unitary_pseudogene	10	112308181	112356574	-
STMP1	protein_coding	7	135662496	135693418	+
FGF14-IT1	sense_intronic	13	102292327	102394519	-
LINC01998	lincRNA	3	150077494	150080117	-
PTPRVP	transcribed_unitary_pseudogene	1	202168051	202189455	+
AC083982.1	processed_pseudogene	8	143065915	143066587	-
RN7SL174P	misc_RNA	5	119306343	119306631	-
KCTD7	protein_coding	7	66628767	66649067	+
RN7SL307P	misc_RNA	15	49198900	49199194	-
RN7SL738P	misc_RNA	3	196399911	196400207	+
AC093714.2	lincRNA	7	115789729	115791049	+
RN7SL601P	misc_RNA	17	11157455	11157747	+
LINC02045	lincRNA	3	148195729	148280098	-
AL358394.2	processed_transcript	10	45147394	45171389	+
RN7SL8P	misc_RNA	7	104911928	104912193	+
RPS29P19	processed_pseudogene	11	113751116	113751286	-
AC012123.2	processed_pseudogene	18	32779039	32779286	+
RN7SL815P	misc_RNA	3	115837870	115838159	+
EFNA4	protein_coding	1	155063731	155069553	+
RN7SL278P	misc_RNA	15	76976915	76977210	-
RN7SL60P	misc_RNA	13	98671980	98672278	+
MCCC1-AS1	antisense	3	183016255	183017808	+
RN7SL775P	misc_RNA	17	17178414	17178749	+
RN7SL173P	misc_RNA	6	158437797	158438088	+
RN7SL72P	misc_RNA	7	148438309	148438577	+
AC083801.1	processed_pseudogene	3	182691928	182692285	+
RN7SL89P	misc_RNA	4	105293664	105293946	+
AC119424.1	antisense	3	58572744	58574319	+
AC094085.1	processed_pseudogene	5	83201229	83202141	+
RPL3P3	processed_pseudogene	14	56978409	56979621	+
AC012442.2	3prime_overlapping_ncRNA	2	112589040	112614431	+
AC084198.1	processed_pseudogene	3	101599243	101599644	-
RN7SL141P	misc_RNA	3	172237326	172237591	+
AC022973.1	processed_pseudogene	8	129864478	129865052	+
AC090543.2	processed_pseudogene	15	64592979	64593326	+
RPL35AP32	processed_pseudogene	15	66446455	66446777	-
MRPS31P5	transcribed_unprocessed_pseudogene	13	52167709	52194465	-
PSMD6-AS1	antisense	3	64011964	64016246	+
TICAM2	protein_coding	5	115578650	115602479	-
AC107021.1	antisense	3	146064042	146105204	+
AC023424.2	processed_pseudogene	4	152551277	152552364	-
RN7SL734P	misc_RNA	12	75957833	75958130	-
RPL23AP49	transcribed_processed_pseudogene	3	75624275	75670156	-
AC004223.1	processed_pseudogene	17	35076737	35077007	+
RN7SL107P	misc_RNA	8	80613544	80613826	-
RN7SL454P	misc_RNA	17	78532813	78533055	-
OR7E29P	unprocessed_pseudogene	3	125712139	125713045	+
RPL5P30	processed_pseudogene	11	118560690	118561580	+
AC010973.1	antisense	7	151028781	151029754	-
RN7SL370P	misc_RNA	1	77645324	77645618	+
LARP1BP2	processed_pseudogene	7	106315225	106315743	+
RN7SL352P	misc_RNA	6	1507322	1507598	+
PALM2	protein_coding	9	109640788	109946703	+
AC106820.1	processed_pseudogene	16	2332313	2332732	-
RN7SL284P	misc_RNA	10	77912271	77912545	-
C4orf48	protein_coding	4	2041993	2043970	+
RPS18P13	processed_pseudogene	19	18048637	18049090	+
IGKV1-5	IG_V_gene	2	88947301	88947957	-
INGX	transcribed_processed_pseudogene	X	71491682	71492928	-
RPL7P51	processed_pseudogene	19	51648862	51649610	+
NAA80	protein_coding	3	50296402	50299421	-
AOX2P	transcribed_unprocessed_pseudogene	2	200738608	200794239	+
MNX1-AS1	lincRNA	7	157010805	157016426	+
AMY2A	protein_coding	1	103616811	103625780	+
AC078785.3	processed_pseudogene	3	113041390	113041814	-
MIR1302-2HG	lincRNA	1	29554	31109	+
AC068985.1	lincRNA	3	153881526	153940836	+
RN7SL337P	misc_RNA	19	14584095	14584395	+
KRTAP10-11	protein_coding	21	44646414	44647650	+
AC082651.3	lincRNA	2	9757496	9770341	-
AC011476.1	processed_pseudogene	19	54973817	54974417	+
GMFBP1	processed_pseudogene	3	100665050	100665476	-
UBA52P5	processed_pseudogene	8	123236852	123237062	+
RPS6P21	processed_pseudogene	12	131667492	131668246	+
AL365232.1	protein_coding	6	73209746	73263196	-
AC090453.1	processed_pseudogene	8	36987977	36988412	-
RPS23P1	processed_pseudogene	8	97865054	97865485	+
RN7SL240P	misc_RNA	11	29721399	29721684	-
AC005908.1	processed_pseudogene	12	3468950	3469296	+
AC108688.1	processed_pseudogene	3	125344085	125344797	-
TNFRSF6B	protein_coding	20	63696651	63698684	+
RN7SL111P	misc_RNA	2	118016385	118016669	+
RPL32P33	processed_pseudogene	17	72627231	72627624	+
RPL12P40	processed_pseudogene	18	37672689	37673176	+
AC024940.3	processed_pseudogene	12	31251992	31252597	-
AC108729.2	processed_pseudogene	3	155401329	155403399	-
IGLVIVOR22-2	IG_V_pseudogene	22	32376682	32377135	+
RPL5P33	processed_pseudogene	17	50847950	50849270	+
AC079804.2	processed_pseudogene	7	6900424	6900623	-
RN7SL19P	misc_RNA	8	70654578	70654883	-
KC877373.1	processed_pseudogene	8	133325997	133326404	+
RPS26P28	processed_pseudogene	5	16902294	16902641	-
RN7SL649P	misc_RNA	1	12036740	12037014	-
RN7SL104P	misc_RNA	2	15950689	15950981	-
WFDC6	protein_coding	20	45534196	45539495	-
RN7SL172P	misc_RNA	3	121653994	121654296	-
RN7SL108P	misc_RNA	14	68236243	68236539	-
HNRNPKP4	processed_pseudogene	3	96349554	96350939	+
RN7SL101P	misc_RNA	4	28711198	28711476	+
RN7SL705P	misc_RNA	18	62650308	62650601	-
LINC01214	lincRNA	3	150265412	150287373	-
AC004967.1	transcribed_unprocessed_pseudogene	7	97969005	97972254	-
RN7SL364P	misc_RNA	19	46688797	46689068	-
RN7SL838P	misc_RNA	11	440399	440693	-
UPK3B	protein_coding	7	76510428	76516521	+
AC020779.1	processed_pseudogene	15	72134641	72135436	+
LINC02017	lincRNA	3	55178172	55189214	+
AC006148.2	lincRNA	7	124274679	124287544	-
RPS29P25	processed_pseudogene	19	39590981	39591151	+
AC068769.1	processed_pseudogene	3	183613620	183616742	+
RN7SL282P	misc_RNA	18	6601540	6601836	+
RPL17P22	processed_pseudogene	5	56136979	56137531	+
LINC02049	lincRNA	3	120833440	120836360	-
AC130509.1	processed_pseudogene	3	146342996	146348480	-
RPL12P24	processed_pseudogene	8	105737280	105737765	-
RPL35AP26	processed_pseudogene	11	126278257	126278577	-
RPS2P44	processed_pseudogene	16	48577524	48578369	-
AL513523.4	antisense	1	153746851	153751227	-
AC092957.1	antisense	3	146909685	147370656	-
AC003989.2	processed_pseudogene	7	111394875	111395043	+
SMIM34A	protein_coding	21	34418715	34423966	-
LINC00880	lincRNA	3	157081667	157123004	-
RN7SL542P	misc_RNA	7	21215537	21215830	-
AC091804.1	processed_pseudogene	3	104502700	104503266	+
AL445493.2	lincRNA	1	207179296	207184062	+
OR13C7	polymorphic_pseudogene	9	36002909	36003867	-
RN7SL526P	misc_RNA	19	58069970	58070288	+
TSPY20P	unprocessed_pseudogene	Y	10036195	10038375	+
IL10RB	protein_coding	21	33266358	33310187	+
AC109454.1	processed_pseudogene	5	134422838	134423335	+
CFB	protein_coding	6	31945650	31952084	+
RN7SL834P	misc_RNA	2	230507101	230507386	+
AC132825.2	antisense	17	22524563	22525330	-
MTND5P16	unprocessed_pseudogene	3	106898889	106900591	+
FO393419.3	processed_pseudogene	1	27311240	27311838	+
ZNF487	protein_coding	10	43436841	43483179	+
WBP1LP1	processed_pseudogene	7	142778642	142779537	-
RPS4XP14	processed_pseudogene	12	1757231	1758011	-
RPS29P12	processed_pseudogene	5	180945756	180945907	+
WDR92	protein_coding	2	68122936	68157560	-
RPL34P23	processed_pseudogene	11	123035867	123036224	+
RN7SL761P	misc_RNA	13	68693804	68694081	-
RPS3AP40	processed_pseudogene	11	67925651	67926431	-
OR7E66P	unprocessed_pseudogene	3	75347833	75348787	-
AC080013.2	processed_pseudogene	3	158763431	158763753	+
NME2	protein_coding	17	51165435	51171747	+
AC018638.5	processed_pseudogene	7	128653969	128654722	+
RPL37P23	processed_pseudogene	19	52143043	52143336	+
RPLP1P11	processed_pseudogene	17	16044621	16044961	+
AC079594.1	processed_pseudogene	3	160342685	160343015	+
LINC02027	lincRNA	3	80993868	81095647	+
AL353729.1	processed_pseudogene	9	39173794	39174513	-
AC006254.1	protein_coding	3	52813282	52835729	-
AC009108.1	processed_pseudogene	16	86525457	86526252	+
RN7SL598P	misc_RNA	14	58179771	58180064	+
DUBR	lincRNA	3	107240692	107326964	+
RN7SL638P	misc_RNA	20	18592330	18592619	+
RN7SL105P	misc_RNA	17	1604374	1604672	-
AC010531.2	processed_pseudogene	16	87268185	87268337	+
PLA2G4B	protein_coding	15	41837775	41848147	+
LEFTY1	protein_coding	1	225886282	225911382	-
CFAP57	protein_coding	1	43172149	43254358	+
RPL21P116	processed_pseudogene	15	78863247	78863729	-
CACNA2D3-AS1	antisense	3	54874605	54901255	-
NPIPB5	protein_coding	16	22479121	22536521	+
RPL21P127	processed_pseudogene	18	3406342	3406818	-
RPL23AP63	processed_pseudogene	11	43718676	43719146	+
RN7SL393P	misc_RNA	2	158447166	158447461	-
TTC4	protein_coding	1	54715822	54742657	+
OR5V1	protein_coding	6	29353749	29431967	-
RPL29P3	processed_pseudogene	14	36577543	36578005	-
AC018450.2	lincRNA	3	143111802	143112359	+
RN7SL181P	misc_RNA	9	121203159	121203435	+
RPLP0P2	transcribed_processed_pseudogene	11	61615036	61639449	+
AC016546.1	processed_pseudogene	5	13637919	13638381	-
EEF1A1P10	processed_pseudogene	7	144647186	144648575	-
TMEM35B	protein_coding	1	34981535	34985353	-
HLA-L	transcribed_unprocessed_pseudogene	6	30259584	30293014	+
RPL35AP15	processed_pseudogene	5	117301104	117301442	-
ST13P15	processed_pseudogene	3	143517123	143518229	-
AC023194.2	processed_pseudogene	8	86043102	86043507	+
AC006547.2	antisense	22	20110821	20111875	-
HOTTIP	antisense	7	27198575	27207259	+
RN7SL65P	misc_RNA	2	174240143	174240457	-
AC010618.1	processed_pseudogene	19	17589595	17590071	-
KIR2DL3	protein_coding	19	54738515	54753052	+
OSTCP1	transcribed_processed_pseudogene	6	158841117	158857632	-
AP000942.1	processed_pseudogene	11	102295060	102295806	+
AP001086.1	processed_pseudogene	18	13919603	13919923	-
AC092754.2	processed_pseudogene	15	59525422	59525881	-
AL590396.1	transcribed_processed_pseudogene	1	237926831	237927605	+
RN7SL78P	misc_RNA	10	87832818	87833098	-
JMJD7	protein_coding	15	41828085	41837581	+
OR7E89P	transcribed_unprocessed_pseudogene	2	158853755	158854576	+
SNRPCP10	processed_pseudogene	3	75521803	75522012	+
LINC02044	lincRNA	3	113142350	113167819	-
AC004917.1	sense_overlapping	7	106372251	106770207	-
PEX5L-AS1	antisense	3	179875376	179881609	+
RN7SL461P	misc_RNA	14	56824375	56824656	-
AC090589.1	processed_pseudogene	11	47191181	47191542	-
RPL7P18	processed_pseudogene	5	94825961	94826694	-
AL121721.1	antisense	20	20258407	20267809	-
APOBEC3D	protein_coding	22	39021113	39033276	+
AC078857.1	processed_pseudogene	3	121099108	121099774	+
RN7SL189P	misc_RNA	14	20963579	20963867	+
AC021074.3	antisense	3	142926675	142942534	+
RN7SL832P	lincRNA	2	10690344	10692099	+
AC073522.1	processed_pseudogene	3	149357169	149357545	-
RPL12P6	processed_pseudogene	14	34740336	34740833	-
AL355357.1	transcribed_processed_pseudogene	6	64728837	64733837	-
AC011495.1	processed_pseudogene	19	49719498	49720081	-
AC092865.1	processed_pseudogene	12	8460618	8461232	+
AL109933.2	unprocessed_pseudogene	6	160666228	160676523	-
LINC02000	lincRNA	3	134055256	134057648	-
WDR86-AS1	processed_transcript	7	151409161	151413354	+
PSMC1P7	processed_pseudogene	3	161328924	161330238	-
RPL17P33	processed_pseudogene	8	29632091	29632644	+
RN7SL30P	misc_RNA	9	125512902	125513207	-
RN7SL610P	misc_RNA	2	23996795	23997085	-
CFAP44-AS1	antisense	3	113403991	113433992	+
ALDH7A1P3	processed_pseudogene	7	150541754	150542098	-
RN7SL67P	misc_RNA	12	19303480	19303775	+
RPL12P5	processed_pseudogene	14	30791098	30791489	+
RN7SL551P	misc_RNA	18	74227506	74227803	+
RPL5P17	processed_pseudogene	5	85464434	85465310	+
AC092994.1	lincRNA	3	154511535	154539309	-
RPS3AP50	processed_pseudogene	19	33340686	33341984	+
RN7SL236P	misc_RNA	17	78370852	78371135	-
RN7SL487P	misc_RNA	15	43391384	43391727	-
RN7SL464P	misc_RNA	1	220571739	220572035	-
HMGB1P36	processed_pseudogene	3	70753854	70754573	+
HMGB1P38	processed_pseudogene	3	79957566	79958142	-
RN7SL419P	misc_RNA	4	153381729	153382015	-
AC108751.4	lincRNA	3	149384179	149385800	-
AC117440.1	processed_pseudogene	3	137535572	137536142	-
AL355140.1	3prime_overlapping_ncRNA	9	69428248	69428721	-
TRBV8-1	TR_V_pseudogene	7	142358639	142358917	+
